date time,cpu temp C,room temp C (SHT40),room temp C (BMP280),room humidity % (SHT40),room press hPa (BMP280),A1_raw_humidity,A2_raw_humidity,A3_raw_humidity,B1_raw_humidity,B2_raw_humidity,B3_raw_humidity,A1_pct_humidity,A2_pct_humidity,A3_pct_humidity,B1_pct_humidity,B2_pct_humidity,B3_pct_humidity,A1_pump_ml_since_prev_entry,A2_pump_ml_since_prev_entry,A3_pump_ml_since_prev_entry,B1_pump_ml_since_prev_entry,B2_pump_ml_since_prev_entry,B3_pump_ml_since_prev_entry
2024-09-26 17:38:56,57.0,30.8,30.5,57.9,987.9,0.6956,0.5492,0.5528,0.657,0.6253,0.6998,0.72,0.85,0.79,0.8,0.11,0.48,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-26 17:43:25,58.4,30.9,30.5,58.5,987.9,0.6919,0.5492,0.5513,0.6568,0.6235,0.6996,0.73,0.85,0.8,0.8,0.12,0.48,0.0,0.0,0.0,0.0,0.0,0.0
